[ 2023-06-07 11:20:28,288 ] 56 root - INFO - Initiating Data Ingestion sequence...
[ 2023-06-07 11:37:06,729 ] 83 root - INFO - Confusion matrix saved for Voting Classifier
[ 2023-06-07 11:37:06,729 ] 63 root - INFO - Implementing GridSearchCV() to find the version of XgBoost
[ 2023-06-07 11:37:07,989 ] 66 root - INFO - Best version trained for XgBoost
[ 2023-06-07 11:37:08,007 ] 72 root - INFO - Printing classification reports for XgBoost
[ 2023-06-07 11:37:18,231 ] 83 root - INFO - Confusion matrix saved for XgBoost
[ 2023-06-07 11:37:18,231 ] 63 root - INFO - Implementing GridSearchCV() to find the version of LightGBM
[ 2023-06-07 11:37:20,907 ] 66 root - INFO - Best version trained for LightGBM
[ 2023-06-07 11:37:20,925 ] 72 root - INFO - Printing classification reports for LightGBM
[ 2023-06-07 11:37:31,810 ] 83 root - INFO - Confusion matrix saved for LightGBM
[ 2023-06-07 11:37:31,810 ] 63 root - INFO - Implementing GridSearchCV() to find the version of CatBoost
[ 2023-06-07 11:40:01,741 ] 66 root - INFO - Best version trained for CatBoost
[ 2023-06-07 11:40:01,763 ] 72 root - INFO - Printing classification reports for CatBoost
[ 2023-06-07 11:40:13,762 ] 83 root - INFO - Confusion matrix saved for CatBoost
[ 2023-06-07 11:40:13,762 ] 86 root - INFO - All models successfully evaluated and the best versions of each are selected.
